# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/sÂ²)
0.01,-0.001,-0.114,-11.375
0.02,0.001,0.29,29.037
0.03,0.008,0.99,70.025
0.04,0.023,2.134,114.4
0.05,0.053,3.728,159.358
0.06,0.099,5.546,181.889
0.07,0.164,7.365,181.958
0.08,0.246,9.184,181.888
0.09,0.347,10.994,180.989
0.1,0.466,12.793,179.951
0.11,0.603,14.581,178.911
0.12,0.758,16.36,177.87
0.13,0.93,18.124,176.442
0.14,1.12,19.851,172.713
0.15,1.327,21.537,168.598
0.16,1.551,23.181,164.48
0.17,1.791,24.784,160.36
0.18,2.046,26.347,156.237
0.19,2.317,27.867,152.111
0.2,2.603,29.347,147.982
0.21,2.904,30.805,145.778
0.22,3.219,32.26,145.504
0.23,3.549,33.712,145.231
0.24,3.894,35.161,144.956
0.25,4.252,36.608,144.682
0.26,4.626,38.052,144.407
0.27,5.013,39.493,144.131
0.28,5.416,40.931,143.855
0.29,5.832,42.367,143.579
0.3,6.263,43.799,143.303
0.31,6.708,45.23,143.026
0.32,7.167,46.657,142.748
0.33,7.641,48.081,142.471
0.34,8.129,49.503,142.193
0.35,8.631,50.922,141.914
0.36,9.148,52.338,141.636
0.37,9.678,53.752,141.357
0.38,10.223,55.162,141.078
0.39,10.781,56.57,140.798
0.4,11.354,57.975,140.518
0.41,11.941,59.377,140.238
0.425,12.847,61.475,139.871
0.448,14.266,64.61,139.362
0.481,16.525,69.287,138.584
0.531,20.161,76.167,137.641
0.581,24.141,83.032,137.341
0.631,28.465,89.901,137.392
0.681,33.133,96.829,138.541
0.731,38.149,103.818,139.726
0.781,43.516,110.86,140.744
0.831,49.236,117.936,141.36
0.881,55.311,125.038,141.812
0.931,61.741,132.159,142.108
0.981,68.527,139.29,142.223
1.031,75.67,146.421,142.123
1.081,83.169,153.536,141.725
1.131,91.023,160.626,141.144
1.181,99.231,167.683,140.396
1.231,107.791,174.698,139.498
1.281,116.701,181.686,138.925
1.331,125.962,188.717,139.813
1.381,135.575,195.801,140.974
1.431,145.544,202.95,142.41
1.476,154.751,209.403,144.174
1.517,163.576,215.479,146.131
1.558,172.388,221.457,148.305
1.598,181.523,227.583,150.833
1.642,191.471,234.191,153.863
1.691,203.157,241.892,157.65
1.741,215.452,249.945,161.947
1.791,228.155,258.187,165.775
1.841,241.273,266.56,168.33
1.891,254.813,275.055,170.66
1.941,268.781,283.657,172.615
1.982,280.561,290.779,173.907
2.017,290.863,296.901,174.672
2.05,300.733,302.668,175.083
2.083,310.774,308.432,175.174
2.117,321.66,314.559,174.917
2.158,334.589,321.666,174.186
2.208,350.89,330.358,172.783
2.258,367.624,338.972,171.079
2.308,384.784,347.391,167.189
2.357,401.931,355.371,162.657
2.391,413.967,360.748,159.645
2.421,424.872,365.486,157.684
2.45,435.67,370.072,156.275
2.481,447.186,374.863,155.283
2.517,460.739,380.393,154.64
2.567,479.95,388.062,154.271
2.617,499.544,395.691,153.501
2.667,519.517,403.273,152.265
2.703,534.44,408.793,150.467
2.733,546.744,413.243,148.648
2.762,558.629,417.447,146.695
2.792,571.298,421.83,144.73
2.828,586.599,426.981,142.102
2.878,608.123,433.949,138.062
2.928,629.99,440.694,133.666
2.978,652.149,447.221,129.913
3.009,666.043,451.177,127.772
3.038,679.058,454.785,125.643
3.068,692.871,458.519,123.695
3.105,709.943,463.02,122.034
3.155,733.243,468.993,120.241
3.205,756.838,474.841,117.593
3.246,776.345,479.507,114.366
3.277,791.048,482.908,111.241
3.307,805.632,486.173,108.108
3.342,822.638,489.829,104.171
3.392,847.255,494.81,98.336
3.442,872.112,499.461,91.945
3.486,894.556,503.366,86.767
3.518,910.611,505.968,82.071
3.55,926.942,508.289,72.306
3.591,947.555,510.743,61.003
3.641,973.15,513.075,47.105
3.691,998.842,514.607,31.063
3.729,1018.59,515.21,16.106
3.763,1036.135,515.337,3.607
3.803,1056.564,515.117,-6.147
3.853,1082.3,514.293,-17.319
3.903,1107.978,512.851,-29.301
3.95,1132.256,510.946,-40.119
3.989,1151.96,509.042,-48.944
4,1157.628,508.438,-54.085
4.017,1166.117,507.518,-54.851
4.042,1178.822,506.152,-54.112
4.079,1197.816,504.139,-52.992
4.129,1222.958,501.523,-51.798
4.179,1247.969,498.953,-51.226
4.224,1270.047,496.682,-51.323
4.274,1294.816,494.101,-51.946
4.324,1319.456,491.483,-52.701
4.374,1343.964,488.832,-53.177
4.424,1368.339,486.172,-53.047
4.474,1392.582,483.536,-52.288
4.524,1416.694,480.949,-51.188
4.574,1440.678,478.418,-50.13
4.624,1464.536,475.933,-49.416
4.674,1488.271,473.471,-49.215
4.724,1511.883,471.005,-49.479
4.774,1535.372,468.518,-49.989
4.824,1558.735,466.005,-50.46
4.874,1581.972,463.475,-50.623
4.924,1605.082,460.948,-50.333
4.974,1628.067,458.447,-49.649
5.024,1650.928,455.987,-48.792
5.074,1673.666,453.568,-48.008
5.124,1696.285,451.183,-47.492
5.174,1718.785,448.815,-47.341
5.224,1741.166,446.445,-47.512
5.274,1763.429,444.06,-47.856
5.324,1785.572,441.658,-48.184
5.374,1807.595,439.244,-48.314
5.424,1829.497,436.83,-48.137
5.474,1851.278,434.434,-47.666
5.524,1872.94,432.067,-47.026
5.574,1894.485,429.732,-46.383
5.624,1915.914,427.427,-45.882
5.674,1937.228,425.141,-45.617
5.724,1958.428,422.862,-45.605
5.774,1979.514,420.578,-45.778
5.824,2000.486,418.283,-46.017
5.874,2021.343,415.976,-46.197
5.924,2042.084,413.665,-46.21
5.974,2062.709,411.358,-46.005
6.024,2083.22,409.067,-45.608
6.074,2103.616,406.799,-45.108
6.124,2123.9,404.557,-44.614
6.174,2144.072,402.337,-44.22
6.224,2164.134,400.133,-43.99
6.274,2184.086,397.936,-43.937
6.324,2203.927,395.737,-44.024
6.374,2223.659,393.532,-44.174
6.424,2243.281,391.319,-44.305
6.474,2262.791,389.102,-44.34
6.524,2282.191,386.887,-44.232
6.574,2301.48,384.681,-43.979
6.624,2320.659,382.491,-43.621
6.674,2339.729,380.32,-43.226
6.724,2358.691,378.168,-42.862
6.774,2377.546,376.033,-42.586
6.824,2396.295,373.908,-42.429
6.874,2414.937,371.788,-42.392
6.924,2433.474,369.667,-42.444
6.974,2451.904,367.543,-42.535
7.024,2470.228,365.414,-42.611
7.074,2488.445,363.282,-42.622
7.124,2506.556,361.153,-42.537
7.174,2524.561,359.03,-42.351
7.224,2542.459,356.919,-42.086
7.274,2560.253,354.822,-41.783
7.324,2577.942,352.741,-41.486
7.374,2595.527,350.673,-41.234
7.424,2613.009,348.616,-41.058
7.474,2630.389,346.566,-40.966
7.524,2647.666,344.519,-40.95
7.574,2664.841,342.47,-40.984
7.624,2681.913,340.42,-41.034
7.674,2698.883,338.367,-41.065
7.724,2715.75,336.314,-41.047
7.774,2732.514,334.263,-40.964
7.824,2749.176,332.218,-40.813
7.874,2765.736,330.183,-40.608
7.924,2782.195,328.158,-40.373
7.974,2798.552,326.146,-40.139
8.024,2814.809,324.144,-39.929
8.074,2830.967,322.152,-39.767
8.124,2847.025,320.167,-39.661
8.174,2862.983,318.185,-39.61
8.224,2878.843,316.205,-39.603
8.274,2894.604,314.224,-39.62
8.324,2910.266,312.243,-39.639
8.374,2925.828,310.261,-39.639
8.424,2941.292,308.279,-39.603
8.474,2956.656,306.301,-39.522
8.524,2971.922,304.328,-39.396
8.574,2987.089,302.362,-39.235
8.624,3002.158,300.405,-39.054
8.674,3017.13,298.457,-38.871
8.724,3032.004,296.518,-38.701
8.774,3046.782,294.586,-38.56
8.824,3061.463,292.661,-38.455
8.874,3076.048,290.74,-38.389
8.924,3090.537,288.822,-38.356
8.974,3104.93,286.904,-38.346
9.024,3119.227,284.987,-38.347
9.074,3133.429,283.07,-38.345
9.124,3147.534,281.153,-38.328
9.174,3161.544,279.237,-38.286
9.224,3175.458,277.324,-38.214
9.274,3189.276,275.416,-38.114
9.324,3203,273.513,-37.989
9.374,3216.628,271.617,-37.85
9.424,3230.162,269.729,-37.707
9.474,3243.601,267.847,-37.571
9.524,3256.946,265.971,-37.45
9.574,3270.198,264.101,-37.351
9.624,3283.357,262.236,-37.277
9.674,3296.422,260.373,-37.228
9.724,3309.394,258.513,-37.199
9.774,3322.273,256.653,-37.183
9.824,3335.059,254.794,-37.173
9.874,3347.753,252.936,-37.161
9.924,3360.353,251.078,-37.138
9.974,3372.86,249.222,-37.1
10.024,3385.275,247.369,-37.043
10.074,3397.597,245.518,-36.967
10.124,3409.827,243.672,-36.875
10.174,3421.965,241.831,-36.771
10.224,3434.01,239.995,-36.662
10.274,3445.964,238.165,-36.553
10.324,3457.827,236.34,-36.45
10.374,3469.598,234.52,-36.358
10.424,3481.279,232.704,-36.282
10.474,3492.869,230.891,-36.221
10.524,3504.368,229.081,-36.177
10.574,3515.777,227.273,-36.145
10.624,3527.095,225.467,-36.124
10.674,3538.324,223.661,-36.107
10.724,3549.462,221.856,-36.09
10.774,3560.509,220.052,-36.069
10.824,3571.467,218.249,-36.039
10.874,3582.334,216.448,-35.999
10.924,3593.112,214.65,-35.947
10.974,3603.799,212.854,-35.884
11.024,3614.397,211.061,-35.81
11.074,3624.905,209.273,-35.73
11.124,3635.324,207.488,-35.646
11.174,3645.654,205.708,-35.562
11.224,3655.895,203.932,-35.481
11.274,3666.048,202.16,-35.407
11.324,3676.111,200.391,-35.341
11.374,3686.087,198.626,-35.286
11.424,3695.974,196.863,-35.241
11.474,3705.773,195.102,-35.205
11.524,3715.484,193.342,-35.177
11.574,3725.107,191.584,-35.155
11.624,3734.643,189.826,-35.136
11.674,3744.09,188.07,-35.117
11.724,3753.45,186.315,-35.096
11.774,3762.721,184.561,-35.07
11.824,3771.906,182.808,-35.038
11.874,3781.002,181.057,-35
11.924,3790.011,179.308,-34.954
11.974,3798.933,177.562,-34.901
12.024,3807.768,175.818,-34.843
12.074,3816.515,174.077,-34.781
12.124,3825.175,172.34,-34.718
12.174,3833.749,170.606,-34.654
12.224,3842.236,168.875,-34.592
12.274,3850.637,167.146,-34.534
12.324,3858.951,165.421,-34.48
12.374,3867.179,163.698,-34.433
12.424,3875.321,161.978,-34.392
12.474,3883.376,160.259,-34.358
12.524,3891.347,158.542,-34.329
12.574,3899.231,156.826,-34.305
12.624,3907.029,155.111,-34.284
12.674,3914.742,153.398,-34.265
12.724,3922.369,151.685,-34.246
12.774,3929.91,149.973,-34.227
12.824,3937.366,148.262,-34.205
12.874,3944.737,146.553,-34.181
12.924,3952.021,144.844,-34.152
12.974,3959.221,143.137,-34.12
13.024,3966.335,141.432,-34.083
13.074,3973.364,139.729,-34.043
13.124,3980.308,138.028,-33.999
13.174,3987.167,136.329,-33.953
13.224,3993.941,134.633,-33.906
13.274,4000.63,132.939,-33.858
13.324,4007.235,131.247,-33.811
13.374,4013.755,129.558,-33.766
13.424,4020.191,127.87,-33.723
13.474,4026.542,126.185,-33.683
13.524,4032.809,124.502,-33.648
13.574,4038.992,122.82,-33.616
13.624,4045.092,121.14,-33.587
13.674,4051.107,119.462,-33.563
13.724,4057.038,117.784,-33.541
13.774,4062.885,116.108,-33.522
13.824,4068.648,114.432,-33.504
13.874,4074.328,112.757,-33.488
13.924,4079.924,111.083,-33.471
13.974,4085.437,109.41,-33.454
14.024,4090.865,107.738,-33.436
14.074,4096.21,106.066,-33.416
14.124,4101.472,104.396,-33.394
14.174,4106.65,102.727,-33.369
14.224,4111.745,101.059,-33.343
14.274,4116.756,99.393,-33.314
14.324,4121.684,97.728,-33.283
14.374,4126.529,96.065,-33.25
14.424,4131.29,94.403,-33.216
14.474,4135.969,92.743,-33.182
14.524,4140.565,91.085,-33.147
14.574,4145.078,89.428,-33.113
14.624,4149.508,87.774,-33.08
14.674,4153.855,86.12,-33.048
14.724,4158.12,84.469,-33.018
14.774,4162.302,82.819,-32.99
14.824,4166.402,81.17,-32.964
14.874,4170.419,79.522,-32.941
14.924,4174.354,77.876,-32.92
14.974,4178.206,76.23,-32.901
15.024,4181.977,74.585,-32.883
15.074,4185.665,72.942,-32.868
15.124,4189.271,71.299,-32.853
15.174,4192.795,69.656,-32.839
15.224,4196.237,68.015,-32.826
15.274,4199.596,66.374,-32.812
15.324,4202.874,64.733,-32.798
15.374,4206.07,63.094,-32.784
15.424,4209.183,61.455,-32.768
15.474,4212.215,59.817,-32.751
15.524,4215.165,58.18,-32.733
15.574,4218.033,56.544,-32.714
15.624,4220.82,54.909,-32.693
15.674,4223.524,53.275,-32.671
15.724,4226.147,51.642,-32.648
15.774,4228.688,50.01,-32.624
15.824,4231.148,48.379,-32.6
15.874,4233.526,46.75,-32.575
15.924,4235.823,45.122,-32.551
15.974,4238.038,43.495,-32.526
16.024,4240.172,41.869,-32.503
16.074,4242.225,40.244,-32.48
16.124,4244.197,38.621,-32.458
16.174,4246.087,36.999,-32.437
16.224,4247.897,35.377,-32.417
16.274,4249.625,33.757,-32.399
16.324,4251.273,32.137,-32.383
16.374,4252.839,30.519,-32.367
16.424,4254.324,28.901,-32.353
16.474,4255.729,27.283,-32.34
16.524,4257.053,25.667,-32.328
16.574,4258.296,24.051,-32.316
16.624,4259.458,22.435,-32.305
16.674,4260.539,20.82,-32.294
16.724,4261.54,19.206,-32.284
16.774,4262.46,17.592,-32.273
16.824,4263.299,15.978,-32.261
16.874,4264.058,14.366,-32.249
16.924,4264.736,12.753,-32.237
16.974,4265.333,11.142,-32.223
17.024,4265.85,9.531,-32.209
17.074,4266.286,7.921,-32.193
17.124,4266.642,6.312,-32.177
17.174,4266.917,4.703,-32.16
17.224,4267.112,3.096,-32.143
17.274,4267.227,1.489,-32.125
17.324,4267.261,-0.117,-32.106
17.374,4267.215,-1.722,-32.087
17.376,4267.211,-1.802,-31.594
17.466,4266.922,-4.636,-31.57
17.558,4266.369,-7.449,-30.722
17.658,4265.473,-10.446,-29.927
17.767,4264.152,-13.639,-29.127
17.888,4262.298,-17.06,-28.325
18.022,4259.767,-20.745,-27.519
18.172,4256.366,-24.739,-26.706
18.34,4251.829,-29.101,-25.881
18.532,4245.787,-33.903,-25.038
18.753,4237.712,-39.239,-24.168
19.01,4226.835,-45.229,-23.255
19.315,4212.013,-52.019,-22.275
19.681,4191.55,-59.776,-21.19
20.126,4163.023,-68.634,-19.937
20.626,4126.401,-77.85,-18.431
21.126,4085.388,-86.205,-16.711
21.626,4040.414,-93.689,-14.967
22.126,3991.916,-100.303,-13.228
22.626,3940.322,-106.071,-11.536
23.126,3886.046,-111.035,-9.929
23.626,3829.473,-115.256,-8.441
24.126,3770.959,-118.802,-7.093
24.626,3710.821,-121.75,-5.896
25.126,3649.339,-124.176,-4.852
25.626,3586.756,-126.154,-3.954
26.126,3523.28,-127.75,-3.192
26.626,3459.086,-129.026,-2.553
27.126,3394.321,-130.036,-2.02
27.626,3329.105,-130.827,-1.581
28.126,3263.539,-131.438,-1.222
28.626,3197.704,-131.902,-0.928
29.126,3131.667,-132.245,-0.687
29.626,3065.483,-132.491,-0.492
30.126,2999.196,-132.659,-0.336
30.626,2932.839,-132.765,-0.211
31.126,2866.443,-132.821,-0.112
31.626,2800.029,-132.837,-0.032
32.126,2733.614,-132.822,0.03
32.626,2667.213,-132.782,0.08
33.126,2600.837,-132.722,0.119
33.626,2534.495,-132.647,0.15
34.126,2468.193,-132.56,0.174
34.626,2401.937,-132.464,0.193
35.126,2335.731,-132.36,0.207
35.626,2269.578,-132.251,0.218
36.126,2203.481,-132.138,0.227
36.626,2137.441,-132.021,0.233
37.126,2071.46,-131.902,0.238
37.626,2005.539,-131.782,0.241
38.126,1939.679,-131.66,0.244
38.626,1873.88,-131.537,0.245
39.126,1808.142,-131.414,0.246
39.626,1742.466,-131.29,0.247
40.126,1676.851,-131.167,0.247
40.626,1611.299,-131.043,0.247
41.126,1545.808,-130.919,0.248
41.626,1480.38,-130.794,0.251
42.126,1415.015,-130.667,0.253
42.626,1349.713,-130.54,0.254
43.126,1284.475,-130.413,0.255
43.626,1219.3,-130.285,0.255
44.126,1154.19,-130.158,0.254
44.626,1089.142,-130.031,0.254
45.126,1024.158,-129.904,0.253
45.626,959.238,-129.778,0.253
46.126,894.38,-129.652,0.252
46.626,829.585,-129.527,0.251
47.126,764.853,-129.402,0.25
47.626,700.183,-129.278,0.249
48.126,635.575,-129.154,0.248
48.626,571.029,-129.031,0.246
49.126,506.545,-128.908,0.245
49.626,442.121,-128.786,0.244
49.627,441.993,-126.455,2330.561
49.628,441.868,-124.21,2245.831
49.629,441.745,-122.044,2165.645
49.63,441.624,-119.954,2089.683
49.631,441.505,-117.937,2017.651
49.632,441.388,-115.987,1949.283
49.633,441.273,-114.103,1884.332
49.634,441.16,-112.28,1822.575
49.635,441.048,-110.517,1763.804
49.636,440.939,-108.809,1707.828
49.637,440.831,-107.154,1654.474
49.638,440.724,-105.551,1603.578
49.639,440.62,-103.996,1554.992
49.64,440.516,-102.487,1508.578
49.641,440.415,-101.023,1464.208
49.642,440.314,-99.601,1421.762
49.643,440.215,-98.22,1381.131
49.644,440.118,-96.878,1342.213
49.645,440.022,-95.573,1304.911
49.646,439.927,-94.304,1269.139
49.647,439.833,-93.069,1234.812
49.648,439.741,-91.867,1201.854
49.649,439.649,-90.697,1170.193
49.65,439.559,-89.557,1139.761
49.651,439.47,-88.447,1110.496
49.652,439.382,-87.364,1082.338
49.653,439.295,-86.309,1055.232
49.654,439.21,-85.28,1029.126
49.655,439.125,-84.276,1003.971
49.656,439.041,-83.296,979.722
49.657,438.958,-82.34,956.336
49.658,438.876,-81.406,933.771
49.659,438.795,-80.494,911.99
49.66,438.715,-79.603,890.957
49.661,438.636,-78.733,870.638
49.662,438.558,-77.882,851
49.663,438.48,-77.05,832.015
49.664,438.404,-76.236,813.652
49.665,438.328,-75.44,795.885
49.666,438.253,-74.661,778.689
49.667,438.179,-73.899,762.038
49.668,438.105,-73.153,745.912
49.669,438.032,-72.423,730.286
49.67,437.96,-71.708,715.141
49.671,437.889,-71.007,700.458
49.672,437.818,-70.321,686.217
49.673,437.748,-69.649,672.402
49.674,437.679,-68.99,658.995
49.675,437.61,-68.344,645.98
49.676,437.542,-67.711,633.342
49.677,437.475,-67.089,621.066
49.678,437.408,-66.48,609.14
49.679,437.342,-65.883,597.549
49.68,437.276,-65.296,586.282
49.681,437.211,-64.721,575.326
49.682,437.147,-64.156,564.67
49.683,437.083,-63.602,554.303
49.684,437.02,-63.058,544.214
49.685,436.957,-62.524,534.395
49.686,436.895,-61.999,524.834
49.687,436.833,-61.483,515.524
49.688,436.772,-60.977,506.456
49.689,436.711,-60.479,497.62
49.69,436.651,-59.99,489.01
49.691,436.591,-59.51,480.618
49.692,436.532,-59.037,472.436
49.693,436.473,-58.573,464.457
49.694,436.414,-58.116,456.675
49.695,436.357,-57.667,449.084
49.696,436.299,-57.225,441.676
49.697,436.242,-56.791,434.447
49.698,436.186,-56.363,427.391
49.699,436.129,-55.943,420.501
49.7,436.074,-55.529,413.773
49.701,436.018,-55.122,407.202
49.702,435.963,-54.721,400.784
49.703,435.909,-54.327,394.512
49.704,435.855,-53.938,388.383
49.705,435.801,-53.556,382.393
49.706,435.748,-53.179,376.537
49.707,435.695,-52.808,370.811
49.708,435.642,-52.443,365.212
49.709,435.59,-52.084,359.736
49.71,435.538,-51.729,354.379
49.711,435.486,-51.38,349.138
49.712,435.435,-51.036,344.01
49.713,435.384,-50.697,338.99
49.714,435.334,-50.363,334.077
49.715,435.283,-50.034,329.267
49.716,435.234,-49.709,324.558
49.717,435.184,-49.389,319.946
49.718,435.135,-49.074,315.429
49.719,435.086,-48.763,311.004
49.72,435.037,-48.456,306.669
49.721,434.989,-48.154,302.422
49.722,434.941,-47.855,298.26
49.723,434.893,-47.561,294.18
49.724,434.846,-47.271,290.181
49.725,434.799,-46.985,286.261
49.726,434.752,-46.702,282.417
49.727,434.705,-46.424,278.647
49.728,434.659,-46.149,274.95
49.729,434.613,-45.877,271.324
49.73,434.567,-45.61,267.767
49.731,434.522,-45.345,264.277
49.732,434.477,-45.085,260.852
49.733,434.432,-44.827,257.492
49.734,434.387,-44.573,254.193
49.735,434.342,-44.319,250.956
49.736,434.296,-44.063,247.735
49.737,434.25,-43.806,244.515
49.738,434.203,-43.547,241.295
49.739,434.156,-43.287,238.077
49.74,434.108,-43.025,234.859
49.741,434.059,-42.762,231.642
49.742,434.01,-42.497,228.426
49.743,433.96,-42.231,225.21
49.745,433.909,-41.963,221.996
49.746,433.857,-41.694,218.782
49.747,433.805,-41.422,215.569
49.748,433.752,-41.149,212.358
49.75,433.698,-40.875,209.147
49.751,433.643,-40.598,205.937
49.752,433.588,-40.32,202.728
49.754,433.531,-40.04,199.521
49.755,433.474,-39.758,196.314
49.757,433.416,-39.474,193.108
49.758,433.357,-39.188,189.904
49.76,433.296,-38.901,186.701
49.761,433.235,-38.611,183.499
49.763,433.173,-38.319,180.298
49.765,433.11,-38.025,177.099
49.766,433.045,-37.729,173.901
49.768,432.979,-37.43,170.704
49.77,432.912,-37.13,167.509
49.772,432.844,-36.827,164.315
49.774,432.775,-36.521,161.123
49.776,432.704,-36.214,157.932
49.778,432.632,-35.903,154.743
49.78,432.558,-35.591,151.556
49.782,432.483,-35.275,148.37
49.784,432.406,-34.957,145.187
49.786,432.327,-34.637,142.005
49.789,432.247,-34.313,138.825
49.791,432.165,-33.987,135.647
49.793,432.081,-33.658,132.472
49.796,431.994,-33.325,129.298
49.799,431.906,-32.99,126.128
49.801,431.816,-32.651,122.959
49.804,431.723,-32.31,119.793
49.807,431.628,-31.965,116.63
49.81,431.531,-31.616,113.469
49.813,431.43,-31.264,110.312
49.817,431.327,-30.908,107.158
49.82,431.221,-30.549,104.006
49.824,431.111,-30.185,100.859
49.828,430.999,-29.818,97.715
49.832,430.882,-29.447,94.574
49.836,430.762,-29.071,91.438
49.84,430.638,-28.691,88.306
49.844,430.509,-28.306,85.178
49.849,430.376,-27.917,82.056
49.854,430.237,-27.523,78.938
49.859,430.094,-27.124,75.826
49.865,429.944,-26.72,72.719
49.871,429.788,-26.311,69.619
49.877,429.625,-25.896,66.526
49.884,429.455,-25.475,63.439
49.891,429.276,-25.049,60.361
49.898,429.089,-24.616,57.29
49.906,428.892,-24.177,54.229
49.915,428.683,-23.732,51.178
49.925,428.462,-23.28,48.138
49.935,428.228,-22.821,45.11
49.946,427.978,-22.355,42.095
49.958,427.71,-21.881,39.095
49.971,427.422,-21.401,36.111
49.986,427.11,-20.912,33.146
50.002,426.771,-20.416,30.202
50.021,426.399,-19.913,27.282
50.042,425.987,-19.403,24.39
50.066,425.528,-18.886,21.531
50.094,425.008,-18.363,18.711
50.127,424.41,-17.837,15.937
50.167,423.708,-17.309,13.221
50.216,422.863,-16.785,10.579
50.28,421.808,-16.272,8.032
50.367,420.418,-15.785,5.617
50.495,418.427,-15.351,3.392
50.713,415.113,-15.03,1.469
51.213,407.609,-14.988,0.084
51.713,400.103,-15.033,-0.089
52.213,392.601,-14.978,0.109
52.713,385.097,-15.037,-0.117
53.213,377.596,-14.967,0.14
53.713,370.093,-15.043,-0.153
54.213,362.594,-14.952,0.182
54.713,355.093,-15.053,-0.201
55.213,347.596,-14.935,0.236
55.713,340.096,-15.066,-0.263
56.213,332.601,-14.912,0.307
56.713,325.102,-15.084,-0.344
57.213,317.61,-14.884,0.4
57.713,310.112,-15.109,-0.45
58.213,302.622,-14.848,0.522
58.713,295.124,-15.143,-0.589
59.213,287.638,-14.802,0.682
59.713,280.14,-15.188,-0.772
60.213,272.658,-14.742,0.891
60.713,265.16,-15.248,-1.011
61.213,257.682,-14.665,1.166
61.713,250.184,-15.327,-1.324
62.213,242.712,-14.563,1.527
62.713,235.213,-15.431,-1.736
63.152,228.631,-14.553,2.001
63.534,222.94,-15.228,-1.768
63.968,216.438,-14.742,1.122
64.468,208.947,-15.224,-0.964
64.968,201.474,-14.667,1.114
65.468,193.982,-15.3,-1.267
65.968,186.515,-14.569,1.463
66.468,179.023,-15.401,-1.665
66.925,172.181,-14.522,1.923
67.323,166.256,-15.257,-1.847
67.738,160.042,-14.718,1.301
68.238,152.556,-15.225,-1.015
68.738,145.09,-14.638,1.175
69.238,137.604,-15.307,-1.339
69.738,130.144,-14.533,1.548
70.233,122.731,-15.407,-1.765
70.664,116.275,-14.543,2.003
71.045,110.61,-15.195,-1.71
71.493,103.913,-14.711,1.081
71.993,96.433,-15.208,-0.995
72.493,88.973,-14.632,1.154
72.993,81.493,-15.29,-1.316
73.493,74.039,-14.527,1.524
73.993,66.558,-15.398,-1.74
74.43,60.025,-14.517,2.016
74.808,54.405,-15.187,-1.771
75.24,47.943,-14.711,1.101
75.74,40.47,-15.183,-0.943
76.24,33.015,-14.635,1.095
76.74,25.541,-15.261,-1.251
77.24,18.092,-14.535,1.451
77.74,10.617,-15.365,-1.659
78.198,3.787,-14.484,1.925
78.455,0,-14.963,-1.862
